2 1 1 2 2 1 1.0577239663689397e-05 0.5339318513870239 0.46605753898620605
2 2 1 2 2 1 8.88269096321892e-06 0.4780612885951996 0.5219298601150513
2 2 1 2 2 1 8.88269096321892e-06 0.4780612885951996 0.5219298601150513
2 2 1 2 2 1 8.88269096321892e-06 0.4780612885951996 0.5219298601150513
2 2 1 2 2 1 8.88269096321892e-06 0.4780612885951996 0.5219298601150513
2 2 1 2 2 1 8.88269096321892e-06 0.4780612885951996 0.5219298601150513
2 2 1 2 2 1 8.88269096321892e-06 0.4780612885951996 0.5219298601150513
2 2 1 2 2 1 8.88269096321892e-06 0.4780612885951996 0.5219298601150513
2 2 1 2 2 1 8.88269096321892e-06 0.4780612885951996 0.5219298601150513
2 2 1 2 2 1 8.88269096321892e-06 0.4780612885951996 0.5219298601150513
2 2 1 2 2 1 8.88269096321892e-06 0.4780612885951996 0.5219298601150513
